Symbol,Name,Call,Put,Tot,Days,Tot ADV,Call ADV,Put ADV,
NR,Newpark Resources Inc,5,0,5,23,0,0,0,
SCLN,SciClone Pharmaceuticals Inc,5,0,5,23,0,0,0,
SSD,Simpson Manufacturing Co Inc,5,0,5,23,0,0,0,
SVVC,Firsthand Technology Value Fund Inc,5,0,5,23,0,0,0,
LINC,Lincoln Educational Services Corp,2,2,4,23,0,0,0,
APPS,Digital Turbine Inc,0,4,4,23,0,0,0,
PGEM,Ply Gem Holdings Inc,0,4,4,23,0,0,0,
AT,Atlantic Power Corp,4,0,4,23,0,0,0,
FIBK,First Interstate BancSystem Inc,4,0,4,23,0,0,0,
HTH,Hilltop Holdings Inc,4,0,4,23,0,0,0,
RATE,Bankrate Inc,4,0,4,23,0,0,0,
TROV,Trovagene Inc,4,0,4,23,0,0,0,
CSBK,Clifton Bancorp Inc,2,1,3,23,0,0,0,
POR,Portland General Electric Co,2,1,3,23,0,0,0,
PRA,ProAssurance Corp,2,1,3,23,0,0,0,
UTSI,UTStarcom Holdings Corp,2,1,3,23,0,0,0,
AEGN,Aegion Corp,1,2,3,23,0,0,0,
XCRA,Xcerra Corp,1,2,3,23,0,0,0,
SMP,Standard Motor Products Inc,0,3,3,23,0,0,0,
CUI,CUI Global Inc,3,0,3,23,0,0,0,
ENIA,Enel Americas SA,3,0,3,23,0,0,0,
IART,Integra LifeSciences Holdings Corp,3,0,3,23,0,0,0,
IFN,India Fund Inc/The,3,0,3,23,0,0,0,
ISCA,International Speedway Corp,3,0,3,23,0,0,0,
KTCC,Key Tronic Corp,3,0,3,23,0,0,0,
NHC,National HealthCare Corp,3,0,3,23,0,0,0,
PBRA,Petroleo Brasileiro SA,3,0,3,23,0,0,0,
ROCK,Gibraltar Industries Inc,3,0,3,23,0,0,0,
TRS,TriMas Corp,3,0,3,23,0,0,0,
UFI,Unifi Inc,3,0,3,23,0,0,0,
NMR,Nomura Holdings Inc,1,1,2,23,0,0,0,
ANY,Sphere 3D Corp,0,2,2,23,0,0,0,
CPF,Central Pacific Financial Corp,0,2,2,23,0,0,0,
JHG,Janus Henderson Group PLC,0,2,2,23,0,0,0,
UBNK,United Financial Bancorp Inc,0,2,2,23,0,0,0,
ASX,Advanced Semiconductor Engineering Inc,2,0,2,23,0,0,0,
BDE,Clarus Corp,2,0,2,23,0,0,0,
CLSN,Celsion Corp,2,0,2,23,0,0,0,
CNTY,Century Casinos Inc,2,0,2,23,0,0,0,
CXP,Columbia Property Trust Inc,2,0,2,23,0,0,0,
GUID,Guidance Software Inc,2,0,2,23,0,0,0,
ITGR,Integer Holdings Corp,2,0,2,23,0,0,0,
MBFI,MB Financial Inc,2,0,2,23,0,0,0,
MIND,Mitcham Industries Inc,2,0,2,23,0,0,0,
NWY,New York & Co Inc,2,0,2,23,0,0,0,
PQ,PetroQuest Energy Inc,2,0,2,23,0,0,0,
SPNS,Sapiens International Corp NV,2,0,2,23,0,0,0,
VWR,VWR Corp,2,0,2,23,0,0,0,
CBF,Capital Bank Financial Corp,0,1,1,23,0,0,0,
CRME,Cardiome Pharma Corp,0,1,1,23,0,0,0,
FGL,Fidelity & Guaranty Life,0,1,1,23,0,0,0,
HAFC,Hanmi Financial Corp,0,1,1,23,0,0,0,
PEO,Adams Natural Resources Fund Inc,0,1,1,23,0,0,0,
STB,Student Transportation Inc,0,1,1,23,0,0,0,
CBIO,Catalyst Biosciences Inc,1,0,1,23,0,0,0,
CBK,Christopher & Banks Corp,1,0,1,23,0,0,0,
EQGP,EQT GP Holdings LP,1,0,1,23,0,0,0,
EVTC,EVERTEC Inc,1,0,1,23,0,0,0,
FUL,HB Fuller Co,1,0,1,23,0,0,0,
HTLD,Heartland Express Inc,1,0,1,23,0,0,0,
LMOS,Lumos Networks Corp,1,0,1,23,0,0,0,
OMN,OMNOVA Solutions Inc,1,0,1,23,0,0,0,
ORMP,Oramed Pharmaceuticals Inc,1,0,1,23,0,0,0,
OSIR,Osiris Therapeutics Inc,1,0,1,23,0,0,0,
PGTI,PGT Innovations Inc,1,0,1,23,0,0,0,
RPAI,Retail Properties of America Inc,1,0,1,23,0,0,0,
SMTX,SMTC Corp,1,0,1,23,0,0,0,
UBSH,Union Bankshares Corp,1,0,1,23,0,0,0,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
