Symbol,Name,Call,Put,Tot,Days,Tot ADV,Call ADV,Put ADV,
EPAY,Bottomline Technologies de Inc,561,83,644,23,28,24,4,
LAUR,Laureate Education Inc,170,473,643,23,28,7,21,
IVAC,Intevac Inc,490,150,640,23,28,21,7,
JCOM,j2 Global Inc,248,391,639,23,28,11,17,
BTG,B2Gold Corp,565,72,637,23,28,25,3,
KAI,Kadant Inc,413,224,637,23,28,18,10,
ORBK,Orbotech Ltd,503,132,635,23,28,22,6,
VSH,Vishay Intertechnology Inc,489,146,635,23,28,21,6,
LNCE,Snyder's-Lance Inc,190,445,635,23,28,8,19,
FMI,Foundation Medicine Inc,230,402,632,23,27,10,17,
GDOT,Green Dot Corp,508,123,631,23,27,22,5,
XNET,Xunlei Ltd,609,20,629,23,27,26,1,
AFAM,Almost Family Inc,486,143,629,23,27,21,6,
ZAGG,ZAGG Inc,594,34,628,23,27,26,1,
TCX,Tucows Inc,243,384,627,23,27,11,17,
AVT,Avnet Inc,446,179,625,23,27,19,8,
NAVI,Navient Corp,414,210,624,23,27,18,9,
CAMP,CalAmp Corp,388,236,624,23,27,17,10,
WCG,WellCare Health Plans Inc,211,413,624,23,27,9,18,
OSK,Oshkosh Corp,590,31,621,23,27,26,1,
RGEN,Repligen Corp,457,160,617,23,27,20,7,
BGFV,Big 5 Sporting Goods Corp,346,271,617,23,27,15,12,
CALD,Callidus Software Inc,91,525,616,23,27,4,23,
DK,Delek US Holdings Inc,330,282,612,23,27,14,12,
NDAQ,Nasdaq Inc,462,149,611,23,27,20,6,
AAV,Advantage Oil & Gas Ltd,281,329,610,23,27,12,14,
XPER,Xperi Corp,324,285,609,23,26,14,12,
FCEL,FuelCell Energy Inc,593,15,608,23,26,26,1,
DORM,Dorman Products Inc,23,579,602,23,26,1,25,
RGLS,Regulus Therapeutics Inc,593,7,600,23,26,26,0,
IBKC,IBERIABANK Corp,541,58,599,23,26,24,3,
SNPS,Synopsys Inc,492,106,598,23,26,21,5,
BCOR,Blucora Inc,528,69,597,23,26,23,3,
LIVN,LivaNova PLC,597,0,597,23,26,26,0,
MTN,Vail Resorts Inc,240,356,596,23,26,10,15,
COLL,Collegium Pharmaceutical Inc,23,572,595,23,26,1,25,
AYR,Aircastle Ltd,560,31,591,23,26,24,1,
LKSD,LSC Communications Inc,355,236,591,23,26,15,10,
FNGN,Financial Engines Inc,16,573,589,23,26,1,25,
ERIC,Telefonaktiebolaget LM Ericsson,363,223,586,23,25,16,10,
MRCY,Mercury Systems Inc,300,286,586,23,25,13,12,
FPRX,Five Prime Therapeutics Inc,175,410,585,23,25,8,18,
OPHT,Ophthotech Corp,569,14,583,23,25,25,1,
INWK,InnerWorkings Inc,296,286,582,23,25,13,12,
USNA,USANA Health Sciences Inc,285,297,582,23,25,12,13,
RT,Ruby Tuesday Inc,564,15,579,23,25,25,1,
PACW,PacWest Bancorp,457,122,579,23,25,20,5,
WBC,WABCO Holdings Inc,484,91,575,23,25,21,4,
AGCO,AGCO Corp,433,139,572,23,25,19,6,
VNET,21Vianet Group Inc,439,130,569,23,25,19,6,
MAIN,Main Street Capital Corp,456,112,568,23,25,20,5,
DDR,DDR Corp,320,245,565,23,25,14,11,
GALT,Galectin Therapeutics Inc,182,383,565,23,25,8,17,
NEP,NextEra Energy Partners LP,498,66,564,23,25,22,3,
REXX,Rex Energy Corp,227,337,564,23,25,10,15,
COHU,Cohu Inc,507,55,562,23,24,22,2,
MB,MINDBODY Inc,557,4,561,23,24,24,0,
TGB,Taseko Mines Ltd,558,0,558,23,24,24,0,
HQY,HealthEquity Inc,426,131,557,23,24,19,6,
VRNT,Verint Systems Inc,238,318,556,23,24,10,14,
TM,Toyota Motor Corp,237,318,555,23,24,10,14,
PTHN,Patheon NV,65,488,553,23,24,3,21,
PFPT,Proofpoint Inc,280,271,551,23,24,12,12,
FGP,Ferrellgas Partners LP,411,139,550,23,24,18,6,
CEQP,Crestwood Equity Partners LP,300,248,548,23,24,13,11,
GST,Gastar Exploration Inc,539,8,547,23,24,23,0,
HABT,Habit Restaurants Inc/The,239,306,545,23,24,10,13,
TACO,Del Taco Restaurants Inc,545,0,545,23,24,24,0,
ZUMZ,Zumiez Inc,387,157,544,23,24,17,7,
XIN,Xinyuan Real Estate Co Ltd,441,100,541,23,24,19,4,
SJR,Shaw Communications Inc,229,310,539,23,23,10,13,
BCO,Brink's Co/The,238,299,537,23,23,10,13,
TCS,Container Store Group Inc/The,505,31,536,23,23,22,1,
TEP,Tallgrass Energy Partners LP,120,416,536,23,23,5,18,
RUSHA,Rush Enterprises Inc,536,0,536,23,23,23,0,
AFMD,Affimed NV,532,2,534,23,23,23,0,
BBVA,Banco Bilbao Vizcaya Argentaria SA,523,10,533,23,23,23,0,
WLB,Westmoreland Coal Co,463,70,533,23,23,20,3,
SBNY,Signature Bank/New York NY,110,420,530,23,23,5,18,
COGT,Cogint Inc,524,5,529,23,23,23,0,
AEE,Ameren Corp,179,349,528,23,23,8,15,
SEP,Spectra Energy Partners LP,134,394,528,23,23,6,17,
NOAH,Noah Holdings Ltd,357,169,526,23,23,16,7,
AIRG,Airgain Inc,400,124,524,23,23,17,5,
ESNT,Essent Group Ltd,390,131,521,23,23,17,6,
NVLN,Novelion Therapeutics Inc,280,241,521,23,23,12,10,
MKSI,MKS Instruments Inc,325,195,520,23,23,14,8,
ALV,Autoliv Inc,180,340,520,23,23,8,15,
CIT,CIT Group Inc,284,235,519,23,23,12,10,
CNAT,Conatus Pharmaceuticals Inc,327,190,517,23,22,14,8,
ETR,Entergy Corp,234,282,516,23,22,10,12,
CLI,Mack-Cali Realty Corp,13,503,516,23,22,1,22,
TERP,TerraForm Power Inc,391,124,515,23,22,17,5,
TXRH,Texas Roadhouse Inc,375,140,515,23,22,16,6,
SALT,Scorpio Bulkers Inc,345,168,513,23,22,15,7,
BPT,BP Prudhoe Bay Royalty Trust,163,350,513,23,22,7,15,
CERS,Cerus Corp,242,270,512,23,22,11,12,
KNOP,KNOT Offshore Partners LP,77,435,512,23,22,3,19,
GWRE,Guidewire Software Inc,419,90,509,23,22,18,4,
NVEE,NV5 Global Inc,491,17,508,23,22,21,1,
GV,Goldfield Corp/The,499,7,506,23,22,22,0,
NK,NantKwest Inc,421,82,503,23,22,18,4,
SEMG,SemGroup Corp,279,223,502,23,22,12,10,
FRSH,Papa Murphy's Holdings Inc,314,184,498,23,22,14,8,
EGHT,8x8 Inc,390,107,497,23,22,17,5,
BETR,Amplify Snack Brands Inc,361,136,497,23,22,16,6,
KEX,Kirby Corp,428,68,496,23,22,19,3,
LH,Laboratory Corp of America Holdings,405,91,496,23,22,18,4,
KRA,Kraton Corp,489,5,494,23,21,21,0,
LPLA,LPL Financial Holdings Inc,440,53,493,23,21,19,2,
BSFT,BroadSoft Inc,395,98,493,23,21,17,4,
ATGE,Adtalem Global Education Inc,159,334,493,23,21,7,15,
SXE,Southcross Energy Partners LP,410,82,492,23,21,18,4,
KIRK,Kirkland's Inc,349,140,489,23,21,15,6,
TRXC,TransEnterix Inc,458,30,488,23,21,20,1,
QLYS,Qualys Inc,316,171,487,23,21,14,7,
MX,MagnaChip Semiconductor Corp,353,133,486,23,21,15,6,
MTB,M&T Bank Corp,313,173,486,23,21,14,8,
SRT,StarTek Inc,484,0,484,23,21,21,0,
WEC,WEC Energy Group Inc,408,75,483,23,21,18,3,
HALL,Hallmark Financial Services Inc,152,331,483,23,21,7,14,
CRIS,Curis Inc,372,110,482,23,21,16,5,
HIVE,Aerohive Networks Inc,385,94,479,23,21,17,4,
KONA,Kona Grill Inc,123,356,479,23,21,5,15,
LXU,LSB Industries Inc,101,377,478,23,21,4,16,
NTRS,Northern Trust Corp,378,98,476,23,21,16,4,
PDCE,PDC Energy Inc,197,279,476,23,21,9,12,
WMS,Advanced Drainage Systems Inc,394,81,475,23,21,17,4,
BTE,Baytex Energy Corp,352,123,475,23,21,15,5,
WES,Western Gas Partners LP,256,218,474,23,21,11,9,
QTS,QTS Realty Trust Inc,345,128,473,23,21,15,6,
RICE,Rice Energy Inc,130,342,472,23,21,6,15,
LW,Lamb Weston Holdings Inc,472,0,472,23,21,21,0,
AON,Aon PLC,178,291,469,23,20,8,13,
TWO,Two Harbors Investment Corp,178,291,469,23,20,8,13,
OBE,Obsidian Energy Ltd,454,7,461,23,20,20,0,
CMC,Commercial Metals Co,289,172,461,23,20,13,7,
RDNT,RadNet Inc,195,265,460,23,20,8,12,
ARLZ,Aralez Pharmaceuticals Inc,460,0,460,23,20,20,0,
BGCP,BGC Partners Inc,308,150,458,23,20,13,7,
OSIS,OSI Systems Inc,130,328,458,23,20,6,14,
APH,Amphenol Corp,317,140,457,23,20,14,6,
BABY,Natus Medical Inc,306,150,456,23,20,13,7,
CRK,Comstock Resources Inc,295,161,456,23,20,13,7,
MFC,Manulife Financial Corp,379,76,455,23,20,16,3,
RBA,Ritchie Bros Auctioneers Inc,255,200,455,23,20,11,9,
TEF,Telefonica SA,252,203,455,23,20,11,9,
QSII,Quality Systems Inc,194,259,453,23,20,8,11,
TTC,Toro Co/The,181,272,453,23,20,8,12,
SJT,San Juan Basin Royalty Trust,387,65,452,23,20,17,3,
KOPN,Kopin Corp,259,191,450,23,20,11,8,
RS,Reliance Steel & Aluminum Co,378,71,449,23,20,16,3,
GPL,Great Panther Silver Ltd,379,69,448,23,19,16,3,
AVB,AvalonBay Communities Inc,177,269,446,23,19,8,12,
LEG,Leggett & Platt Inc,99,347,446,23,19,4,15,
AWK,American Water Works Co Inc,270,174,444,23,19,12,8,
NDLS,Noodles & Co,152,291,443,23,19,7,13,
ARW,Arrow Electronics Inc,144,299,443,23,19,6,13,
RRR,Red Rock Resorts Inc,42,401,443,23,19,2,17,
TCAP,Triangle Capital Corp,341,101,442,23,19,15,4,
OI,Owens-Illinois Inc,407,34,441,23,19,18,1,
ECR,Eclipse Resources Corp,321,118,439,23,19,14,5,
SHLM,A Schulman Inc,382,55,437,23,19,17,2,
MDC,MDC Holdings Inc,327,110,437,23,19,14,5,
CSTE,Caesarstone Ltd,92,343,435,23,19,4,15,
VIRT,Virtu Financial Inc,386,45,431,23,19,17,2,
REVG,REV Group Inc,270,161,431,23,19,12,7,
ATH,Athene Holding Ltd,298,131,429,23,19,13,6,
ACHC,Acadia Healthcare Co Inc,269,160,429,23,19,12,7,
VREX,Varex Imaging Corp,408,20,428,23,19,18,1,
INFO,IHS Markit Ltd,265,161,426,23,19,12,7,
ACTG,Acacia Research Corp,267,158,425,23,18,12,7,
SF,Stifel Financial Corp,160,265,425,23,18,7,12,
USFD,US Foods Holding Corp,309,115,424,23,18,13,5,
PKX,POSCO,204,219,423,23,18,9,10,
XRF,China Rapid Finance Ltd,279,143,422,23,18,12,6,
CHUY,Chuy's Holdings Inc,183,239,422,23,18,8,10,
AGU,Agrium Inc,224,197,421,23,18,10,9,
DNOW,NOW Inc,206,214,420,23,18,9,9,
RYN,Rayonier Inc,383,36,419,23,18,17,2,
SNDR,Schneider National Inc,236,182,418,23,18,10,8,
POOL,Pool Corp,26,392,418,23,18,1,17,
CLD,Cloud Peak Energy Inc,395,21,416,23,18,17,1,
WLK,Westlake Chemical Corp,328,88,416,23,18,14,4,
EPC,Edgewell Personal Care Co,281,133,414,23,18,12,6,
LPL,LG Display Co Ltd,277,137,414,23,18,12,6,
QUOT,Quotient Technology Inc,402,11,413,23,18,17,0,
CM,Canadian Imperial Bank of Commerce,115,298,413,23,18,5,13,
RICK,RCI Hospitality Holdings Inc,271,141,412,23,18,12,6,
HDSN,Hudson Technologies Inc,207,201,408,23,18,9,9,
SERV,ServiceMaster Global Holdings Inc,351,56,407,23,18,15,2,
AINV,Apollo Investment Corp,101,306,407,23,18,4,13,
SAP,SAP SE,277,128,405,23,18,12,6,
ACXM,Acxiom Corp,266,139,405,23,18,12,6,
MAG,MAG Silver Corp,272,132,404,23,18,12,6,
ACLS,Axcelis Technologies Inc,258,146,404,23,18,11,6,
RSO,Resource Capital Corp,129,271,400,23,17,6,12,
BGG,Briggs & Stratton Corp,206,193,399,23,17,9,8,
FMS,Fresenius Medical Care AG & Co KGaA,340,58,398,23,17,15,3,
AGTC,Applied Genetic Technologies Corp/DE,398,0,398,23,17,17,0,
H,Hyatt Hotels Corp,365,32,397,23,17,16,1,
NI,NiSource Inc,365,32,397,23,17,16,1,
HEP,Holly Energy Partners LP,293,104,397,23,17,13,5,
VJET,voxeljet AG,171,226,397,23,17,7,10,
FCB,FCB Financial Holdings Inc,31,366,397,23,17,1,16,
CIG,Cia Energetica de Minas Gerais,343,53,396,23,17,15,2,
NCMI,National CineMedia Inc,113,283,396,23,17,5,12,
ENS,EnerSys,205,190,395,23,17,9,8,
WD,Walker & Dunlop Inc,281,113,394,23,17,12,5,
FORM,FormFactor Inc,357,33,390,23,17,16,1,
BVN,Cia de Minas Buenaventura SAA,284,106,390,23,17,12,5,
REI,Ring Energy Inc,180,210,390,23,17,8,9,
TKC,Turkcell Iletisim Hizmetleri AS,355,34,389,23,17,15,1,
GORO,Gold Resource Corp,357,30,387,23,17,16,1,
ATRS,Antares Pharma Inc,263,122,385,23,17,11,5,
CE,Celanese Corp,243,141,384,23,17,11,6,
PRXL,PAREXEL International Corp,297,86,383,23,17,13,4,
JRJC,China Finance Online Co Ltd,368,14,382,23,17,16,1,
FCSC,Fibrocell Science Inc,175,206,381,23,17,8,9,
KMG,KMG Chemicals Inc,147,234,381,23,17,6,10,
DPS,Dr Pepper Snapple Group Inc,251,129,380,23,17,11,6,
UNFI,United Natural Foods Inc,42,337,379,23,16,2,15,
ACET,Aceto Corp,184,193,377,23,16,8,8,
AGI,Alamos Gold Inc,312,64,376,23,16,14,3,
INST,Instructure Inc,159,217,376,23,16,7,9,
NYLD,NRG Yield Inc,375,0,375,23,16,16,0,
HYGS,Hydrogenics Corp,179,195,374,23,16,8,8,
BMS,Bemis Co Inc,358,15,373,23,16,16,1,
CYS,CYS Investments Inc,269,104,373,23,16,12,5,
EXPD,Expeditors International of Washington Inc,190,183,373,23,16,8,8,
TECD,Tech Data Corp,254,118,372,23,16,11,5,
CYD,China Yuchai International Ltd,306,65,371,23,16,13,3,
BFR,BBVA Banco Frances SA,158,213,371,23,16,7,9,
FUN,Cedar Fair LP,146,225,371,23,16,6,10,
ROP,Roper Technologies Inc,145,226,371,23,16,6,10,
DS,Drive Shack Inc,140,230,370,23,16,6,10,
RBS,Royal Bank of Scotland Group PLC,326,43,369,23,16,14,2,
MSG,Madison Square Garden Co/The,254,115,369,23,16,11,5,
APOG,Apogee Enterprises Inc,107,262,369,23,16,5,11,
OAK,Oaktree Capital Group LLC,276,92,368,23,16,12,4,
TSQ,Townsquare Media Inc,108,259,367,23,16,5,11,
TRP,TransCanada Corp,198,168,366,23,16,9,7,
ATHX,Athersys Inc,366,0,366,23,16,16,0,
NVGS,Navigator Holdings Ltd,270,95,365,23,16,12,4,
WAB,Wabtec Corp/DE,115,248,363,23,16,5,11,
SWFT,Swift Transportation Co,208,154,362,23,16,9,7,
INVA,Innoviva Inc,274,87,361,23,16,12,4,
LINU,LiNiu Technology Group,257,104,361,23,16,11,5,
UEPS,Net 1 UEPS Technologies Inc,359,1,360,23,16,16,0,
OZM,Och-Ziff Capital Management Group LLC,201,159,360,23,16,9,7,
VAR,Varian Medical Systems Inc,312,46,358,23,16,14,2,
TWI,Titan International Inc,256,102,358,23,16,11,4,
RRTS,Roadrunner Transportation Systems Inc,269,88,357,23,16,12,4,
SHLX,Shell Midstream Partners LP,95,262,357,23,16,4,11,
KIN,Kindred Biosciences Inc,250,104,354,23,15,11,5,
IMPV,Imperva Inc,90,261,351,23,15,4,11,
SPR,Spirit AeroSystems Holdings Inc,167,183,350,23,15,7,8,
ATSG,Air Transport Services Group Inc,269,80,349,23,15,12,3,
AKBA,Akebia Therapeutics Inc,321,27,348,23,15,14,1,
IOVA,Iovance Biotherapeutics Inc,318,30,348,23,15,14,1,
AMKR,Amkor Technology Inc,250,98,348,23,15,11,4,
EGLT,Egalet Corp,286,59,345,23,15,12,3,
MSCC,Microsemi Corp,316,27,343,23,15,14,1,
CLDT,Chatham Lodging Trust,204,139,343,23,15,9,6,
INOV,Inovalon Holdings Inc,277,63,340,23,15,12,3,
QTM,Quantum Corp,240,98,338,23,15,10,4,
OREX,Orexigen Therapeutics Inc,302,35,337,23,15,13,2,
MMLP,Martin Midstream Partners LP,269,68,337,23,15,12,3,
BNS,Bank of Nova Scotia/The,241,96,337,23,15,10,4,
PBPB,Potbelly Corp,194,143,337,23,15,8,6,
WPC,WP Carey Inc,133,203,336,23,15,6,9,
EXR,Extra Space Storage Inc,181,153,334,23,15,8,7,
HRS,Harris Corp,207,126,333,23,14,9,5,
SIR,Select Income REIT,82,251,333,23,14,4,11,
INVH,Invitation Homes Inc,330,2,332,23,14,14,0,
MDSO,Medidata Solutions Inc,201,130,331,23,14,9,6,
CHD,Church & Dwight Co Inc,143,188,331,23,14,6,8,
MFA,MFA Financial Inc,47,284,331,23,14,2,12,
CIO,City Office REIT Inc,3,328,331,23,14,0,14,
OFG,OFG Bancorp,0,330,330,23,14,0,14,
CAMT,Camtek Ltd/Israel,297,32,329,23,14,13,1,
BTX,BioTime Inc,161,167,328,23,14,7,7,
PARR,Par Pacific Holdings Inc,297,30,327,23,14,13,1,
GCI,Gannett Co Inc,223,104,327,23,14,10,5,
WCN,Waste Connections Inc,38,289,327,23,14,2,13,
BPMC,Blueprint Medicines Corp,251,75,326,23,14,11,3,
ATUS,Altice USA Inc,209,117,326,23,14,9,5,
CTLT,Catalent Inc,184,142,326,23,14,8,6,
UTI,Universal Technical Institute Inc,326,0,326,23,14,14,0,
WMGI,Wright Medical Group NV,269,56,325,23,14,12,2,
NAO,Nordic American Offshore Ltd,233,92,325,23,14,10,4,
MEIP,MEI Pharma Inc,119,205,324,23,14,5,9,
TRVN,Trevena Inc,323,0,323,23,14,14,0,
APU,AmeriGas Partners LP,202,120,322,23,14,9,5,
VRSK,Verisk Analytics Inc,162,160,322,23,14,7,7,
KBAL,Kimball International Inc,322,0,322,23,14,14,0,
NEWM,New Media Investment Group Inc,280,40,320,23,14,12,2,
CAA,CalAtlantic Group Inc,235,85,320,23,14,10,4,
MTL,Mechel PJSC,214,104,318,23,14,9,5,
DAN,Dana Inc,85,233,318,23,14,4,10,
INSG,Inseego Corp,318,0,318,23,14,14,0,
CYTX,Cytori Therapeutics Inc,317,0,317,23,14,14,0,
LGFA,L&G Fixed Interest 2 G27-Life,265,51,316,23,14,12,2,
ASYS,Amtech Systems Inc,278,37,315,23,14,12,2,
HSC,Harsco Corp,186,128,314,23,14,8,6,
B,Barnes Group Inc,297,15,312,23,14,13,1,
MDCA,MDC Partners Inc,287,25,312,23,14,12,1,
OR,Osisko Gold Royalties Ltd,241,71,312,23,14,10,3,
TOO,Teekay Offshore Partners LP,306,4,310,23,13,13,0,
MGPI,MGP Ingredients Inc,152,156,308,23,13,7,7,
SABR,Sabre Corp,96,212,308,23,13,4,9,
AVHI,AV Homes Inc,254,52,306,23,13,11,2,
HOLI,Hollysys Automation Technologies Ltd,215,91,306,23,13,9,4,
COO,Cooper Cos Inc/The,128,177,305,23,13,6,8,
CRNT,Ceragon Networks Ltd,34,269,303,23,13,1,12,
ROYT,Pacific Coast Oil Trust,282,20,302,23,13,12,1,
XLRN,Acceleron Pharma Inc,230,72,302,23,13,10,3,
VLY,Valley National Bancorp,248,53,301,23,13,11,2,
HRI,Herc Holdings Inc,138,162,300,23,13,6,7,
CSU,Capital Senior Living Corp,17,283,300,23,13,1,12,
LEE,Lee Enterprises Inc,300,0,300,23,13,13,0,
TA,TravelCenters of America LLC,293,6,299,23,13,13,0,
SHOO,Steven Madden Ltd,243,56,299,23,13,11,2,
SCHN,Schnitzer Steel Industries Inc,230,69,299,23,13,10,3,
EPE,EP Energy Corp,214,85,299,23,13,9,4,
SCSC,ScanSource Inc,200,99,299,23,13,9,4,
IDT,IDT Corp,112,187,299,23,13,5,8,
RJF,Raymond James Financial Inc,162,136,298,23,13,7,6,
EVA,Enviva Partners LP,239,58,297,23,13,10,3,
NOVT,Novanta Inc,114,183,297,23,13,5,8,
FTD,FTD Cos Inc,2,295,297,23,13,0,13,
SNV,Synovus Financial Corp,268,28,296,23,13,12,1,
FANH,Fanhua Inc,74,222,296,23,13,3,10,
MBUU,Malibu Boats Inc,255,40,295,23,13,11,2,
VEON,VEON Ltd,245,49,294,23,13,11,2,
EPZM,Epizyme Inc,150,144,294,23,13,7,6,
UVE,Universal Insurance Holdings Inc,97,197,294,23,13,4,9,
AAU,Almaden Minerals Ltd,282,11,293,23,13,12,0,
FPI,Farmland Partners Inc,257,36,293,23,13,11,2,
FIS,Fidelity National Information Services Inc,145,148,293,23,13,6,6,
ARES,Ares Management LP,79,214,293,23,13,3,9,
BCLI,BrainStorm Cell Therapeutics Inc,275,17,292,23,13,12,1,
MSCI,MSCI Inc,268,23,291,23,13,12,1,
SPWH,Sportsman's Warehouse Holdings Inc,256,34,290,23,13,11,1,
SPN,Superior Energy Services Inc,182,105,287,23,12,8,5,
UNT,Unit Corp,172,115,287,23,12,7,5,
INVE,Identiv Inc,277,9,286,23,12,12,0,
XEL,Xcel Energy Inc,261,25,286,23,12,11,1,
TTEK,Tetra Tech Inc,233,53,286,23,12,10,2,
ARR,ARMOUR Residential REIT Inc,175,111,286,23,12,8,5,
DQ,Daqo New Energy Corp,155,131,286,23,12,7,6,
NICE,Nice Ltd,43,243,286,23,12,2,11,
EDAP,EDAP TMS SA,9,277,286,23,12,0,12,
MNTA,Momenta Pharmaceuticals Inc,277,8,285,23,12,12,0,
BFAM,Bright Horizons Family Solutions Inc,275,10,285,23,12,12,0,
VC,Visteon Corp,261,24,285,23,12,11,1,
XYL,Xylem Inc/NY,196,88,284,23,12,9,4,
AEG,Aegon NV,225,58,283,23,12,10,3,
AXGN,AxoGen Inc,151,131,282,23,12,7,6,
PFG,Principal Financial Group Inc,136,146,282,23,12,6,6,
QCP,Quality Care Properties Inc,117,165,282,23,12,5,7,
ELGX,Endologix Inc,3,279,282,23,12,0,12,
PODD,Insulet Corp,272,9,281,23,12,12,0,
AMG,Affiliated Managers Group Inc,199,82,281,23,12,9,4,
DPLO,Diplomat Pharmacy Inc,138,143,281,23,12,6,6,
BAA,Banro Corp,100,181,281,23,12,4,8,
WBAI,500.com Ltd,243,36,279,23,12,11,2,
FWONK,Liberty Media Corp-Liberty Formula One,149,130,279,23,12,6,6,
SANM,Sanmina Corp,143,136,279,23,12,6,6,
PXLW,Pixelworks Inc,175,102,277,23,12,8,4,
ARII,American Railcar Industries Inc,61,216,277,23,12,3,9,
CIA,Citizens Inc/TX,100,176,276,23,12,4,8,
OME,Omega Protein Corp,16,260,276,23,12,1,11,
BBOX,Black Box Corp,167,108,275,23,12,7,5,
CAFD,8Point3 Energy Partners LP,164,111,275,23,12,7,5,
BLD,TopBuild Corp,240,34,274,23,12,10,1,
ALSN,Allison Transmission Holdings Inc,176,98,274,23,12,8,4,
IVR,Invesco Mortgage Capital Inc,151,121,272,23,12,7,5,
EBR,Centrais Eletricas Brasileiras SA,117,155,272,23,12,5,7,
ABEV,Ambev SA,272,0,272,23,12,12,0,
BERY,Berry Global Group Inc,232,39,271,23,12,10,2,
NRP,Natural Resource Partners LP,201,70,271,23,12,9,3,
EZPW,EZCORP Inc,114,157,271,23,12,5,7,
SND,Smart Sand Inc,244,26,270,23,12,11,1,
CFR,Cullen/Frost Bankers Inc,208,61,269,23,12,9,3,
STE,STERIS PLC,268,0,268,23,12,12,0,
AXU,Alexco Resource Corp,257,9,266,23,12,11,0,
CRS,Carpenter Technology Corp,148,118,266,23,12,6,5,
FCBC,First Community Bancshares Inc/VA,147,119,266,23,12,6,5,
PSTI,Pluristem Therapeutics Inc,266,0,266,23,12,12,0,
HXL,Hexcel Corp,251,14,265,23,12,11,1,
GPK,Graphic Packaging Holding Co,252,12,264,23,11,11,1,
ANFI,Amira Nature Foods Ltd,196,67,263,23,11,9,3,
ADXS,Advaxis Inc,144,119,263,23,11,6,5,
CAPL,CrossAmerica Partners LP,112,151,263,23,11,5,7,
GOLF,Acushnet Holdings Corp,67,196,263,23,11,3,9,
KW,Kennedy-Wilson Holdings Inc,263,0,263,23,11,11,0,
ORC,Orchid Island Capital Inc,86,176,262,23,11,4,8,
NNN,National Retail Properties Inc,219,42,261,23,11,10,2,
OMED,OncoMed Pharmaceuticals Inc,234,26,260,23,11,10,1,
WNC,Wabash National Corp,125,135,260,23,11,5,6,
HMC,Honda Motor Co Ltd,160,99,259,23,11,7,4,
GEO,GEO Group Inc/The,133,126,259,23,11,6,5,
ENBL,Enable Midstream Partners LP,132,127,259,23,11,6,6,
CAAS,China Automotive Systems Inc,50,209,259,23,11,2,9,
SBS,Cia de Saneamento Basico do Estado de Sao Paulo,245,13,258,23,11,11,1,
NNBR,NN Inc,60,198,258,23,11,3,9,
RPXC,RPX Corp,254,3,257,23,11,11,0,
IXYS,IXYS Corp,193,64,257,23,11,8,3,
DLNG,Dynagas LNG Partners LP,154,103,257,23,11,7,4,
HYH,Halyard Health Inc,33,224,257,23,11,1,10,
VEDL,Vedanta Ltd,191,65,256,23,11,8,3,
PLXS,Plexus Corp,3,253,256,23,11,0,11,
AYI,Acuity Brands Inc,62,193,255,23,11,3,8,
INXN,InterXion Holding NV,14,239,253,23,11,1,10,
PETX,Aratana Therapeutics Inc,142,110,252,23,11,6,5,
LM,Legg Mason Inc,114,138,252,23,11,5,6,
TVTY,Tivity Health Inc,204,47,251,23,11,9,2,
HUBG,Hub Group Inc,122,129,251,23,11,5,6,
CONE,CyrusOne Inc,165,85,250,23,11,7,4,
RYI,Ryerson Holding Corp,125,125,250,23,11,5,5,
RP,RealPage Inc,164,85,249,23,11,7,4,
DGI,DigitalGlobe Inc,198,50,248,23,11,9,2,
MSGN,MSG Networks Inc,163,85,248,23,11,7,4,
IPCI,Intellipharmaceutics International Inc/CA,112,136,248,23,11,5,6,
ASGN,On Assignment Inc,34,214,248,23,11,1,9,
RAVN,Raven Industries Inc,222,25,247,23,11,10,1,
AI,Arlington Asset Investment Corp,105,142,247,23,11,5,6,
CUB,Cubic Corp,62,185,247,23,11,3,8,
CNSL,Consolidated Communications Holdings Inc,117,129,246,23,11,5,6,
HMSY,HMS Holdings Corp,93,153,246,23,11,4,7,
FDS,FactSet Research Systems Inc,84,161,245,23,11,4,7,
KT,KT Corp,15,230,245,23,11,1,10,
JONE,Jones Energy Inc,225,19,244,23,11,10,1,
LXP,Lexington Realty Trust,201,42,243,23,11,9,2,
NGVC,Natural Grocers by Vitamin Cottage Inc,109,133,242,23,11,5,6,
BNFT,Benefitfocus Inc,32,210,242,23,11,1,9,
RVNC,Revance Therapeutics Inc,206,35,241,23,10,9,2,
RIC,Richmont Mines Inc,172,69,241,23,10,7,3,
UNVR,Univar Inc,165,76,241,23,10,7,3,
FLWS,1-800-Flowers.com Inc,238,2,240,23,10,10,0,
MTG,MGIC Investment Corp,238,1,239,23,10,10,0,
EQR,Equity Residential,138,101,239,23,10,6,4,
DWCH,Datawatch Corp,163,75,238,23,10,7,3,
AKG,Asanko Gold Inc,106,132,238,23,10,5,6,
TX,Ternium SA,222,15,237,23,10,10,1,
LCII,LCI Industries,61,176,237,23,10,3,8,
TLYS,Tilly's Inc,166,70,236,23,10,7,3,
ENVA,Enova International Inc,34,201,235,23,10,1,9,
MTH,Meritage Homes Corp,75,159,234,23,10,3,7,
ATR,AptarGroup Inc,34,200,234,23,10,1,9,
GOOD,Gladstone Commercial Corp,203,29,232,23,10,9,1,
NM,Navios Maritime Holdings Inc,152,80,232,23,10,7,3,
AQXP,Aquinox Pharmaceuticals Inc,122,110,232,23,10,5,5,
